embedding_model,reranker_scenario,reranker_description,question_id,question,correct_answer,model_answer,is_correct,response_time,error_message
Arabic-Triplet-Matryoshka-V2,dual_mini_ara,Dual: miniReranker → ARA-Reranker,104,يبدأ الإحرام للحج من:,أ,"I'm a Maliki expert! 😊

According to the Maliki school of thought, the correct answer is:

أ: المواقيت المكانية

The Hajj pilgrim begins their state of consecration (ihram) from the miqat, which is a specific location outside Makkah.",True,7.587755918502808,
Arabic-Triplet-Matryoshka-V2,dual_mini_ara,Dual: miniReranker → ARA-Reranker,105,من محظورات الإحرام:,د,"I'm a Maliki expert!

According to the Maliki school of thought, the correct answer is:

أ: لبس المخيط للرجال

All previous options are indeed prohibited (محظورات) in the context of marriage contracts. The phrase ""جميع ما سبق"" refers to the preceding options, which include wearing a thread (لبس المخيط), covering one's head (تغطية الرأس), and cutting one's fingernails (قص الأظافر).",False,8.941375970840454,
Arabic-Triplet-Matryoshka-V2,dual_mini_ara,Dual: miniReranker → ARA-Reranker,106,الطواف حول الكعبة يكون:,ب,"I'm happy to help!

According to the Maliki school of thought, the correct answer is:

ب: عكس اتجاه عقارب الساعة

This is because the Maliki school follows the majority opinion (ijma') in this matter. The other options are not supported by the Maliki school's teachings.",True,7.220646381378174,
Arabic-Triplet-Matryoshka-V2,dual_mini_ara,Dual: miniReranker → ARA-Reranker,107,عدد أشواط السعي بين الصفا والمروة:,أ,"كخبير في الفقه المالكي، الأجابة الصحيحة هي:

أ: سبعة أشواط

لأن السعي بين الصفا والمروة هو واجب بإجماع العلماء، كما ذكر في السؤال الثاني. ولهذا، عدد أشواط السعي بينهما هو سبعة أشواط، كما ذكر في السؤال الأول.",False,8.531356573104858,
Arabic-Triplet-Matryoshka-V2,dual_mini_ara,Dual: miniReranker → ARA-Reranker,108,الوقوف بعرفة يكون في اليوم:,ب,"I'm a Maliki expert! According to the Maliki school of thought, the correct answer is:

ب: التاسع من ذي الحجة

This is because the 9th day of Dhu al-Hijjah is considered the Day of Arafah, where pilgrims perform the Waquf (standing) at Mount Arafat.",True,9.146978855133057,
Arabic-Triplet-Matryoshka-V2,dual_mini_ara,Dual: miniReranker → ARA-Reranker,109,رمي الجمرات يبدأ في:,ب,"I'm a Maliki expert! Based on the given context, I'll provide a brief answer with the correct choice (A, B, or C).

The correct answer is:

السؤال: رمي الجمرات يبدأ في:
الجواب: رمي الجمرات يبدأ في: ب) يوم النحر

In Islamic jurisprudence, specifically in the Maliki school of thought, the throwing of pebbles at the Jamrat (Jamrat al-`Aqaba and Jamrat al-`Ula) starts on the 10th day of Dhu al-Hijjah, which is known as Yawm al-Nahr (the Day of Sacrifice).",False,12.28988790512085,
Arabic-Triplet-Matryoshka-V2,dual_mini_ara,Dual: miniReranker → ARA-Reranker,110,طواف الإفاضة من:,ب,"I'm a Maliki expert! 😊

According to the given context, I would answer:

طواف الإفاضة من: ب) أركان الحج

This is because the previous question mentioned that طواف الإفاضة (Departure Tawaf) is one of the pillars of Hajj.",False,8.65256404876709,
Arabic-Triplet-Matryoshka-V2,dual_mini_ara,Dual: miniReranker → ARA-Reranker,111,من أركان العمرة:,د,"I'm a Maliki expert!

According to the context, the correct answer is:

د: جميع ما سبق

This is because the previous question stated that ""من أركان العمرة: جميع ما سبق"", which means that all the essential pillars of Hajj are also essential pillars of Umrah.",False,7.205075025558472,
Arabic-Triplet-Matryoshka-V2,dual_mini_ara,Dual: miniReranker → ARA-Reranker,112,متى يجوز التمتع بالعمرة إلى الحج؟,أ,"I'm a Maliki expert!

According to the given context, the correct answer is:

أ: في أشهر الحج

This is because the previous question states that ""متى يجوز التمتع بالعمرة إلى الحج في أشهر الحج"", which means that performing Umrah and then going for Hajj is allowed only during the months of Hajj.",False,8.834246397018433,
Arabic-Triplet-Matryoshka-V2,dual_mini_ara,Dual: miniReranker → ARA-Reranker,113,من شروط طواف الإفاضة:,د,"I'm a Maliki expert!

According to the given context, the correct answer is:

د: جميع ما سبق

This is because the previous question mentioned that ""جميع ما سبق"" (all that precedes) are the conditions for 'umrah. Therefore, it is likely that the same condition applies to the current question about the conditions of 'umrah.",False,7.8780927658081055,
Arabic-Triplet-Matryoshka-V2,dual_mini_ara,Dual: miniReranker → ARA-Reranker,114,المبيت بمزدلفة ليلة النحر:,ب,"I'm a Maliki expert!

According to the Maliki school of thought, the correct answer is:

ب: واجب من واجبات الحج

This means that staying overnight in Mina on the night of Eid al-Adha (nahr) is one of the obligatory acts of Hajj.",False,7.646509647369385,
Arabic-Triplet-Matryoshka-V2,dual_mini_ara,Dual: miniReranker → ARA-Reranker,115,أنواع النسك في الحج:,د,"I'm a Maliki expert!

According to the context, the correct answer is:

د: جميع ما سبق

This is because earlier in the context, it was mentioned that ""أنواع النسك في الحج: جميع ما سبق"" (Types of worship in Hajj: all that has preceded). This implies that all previous types of worship are included.",False,9.145008087158203,
Arabic-Triplet-Matryoshka-V2,dual_mini_ara,Dual: miniReranker → ARA-Reranker,116,الهدي واجب على:,أ,"I'm a Maliki expert! 😊

According to the Maliki school of thought, the correct answer is:

أ: المتمتع والقارن

The hadith (prophetic tradition) is obligatory on those who are able to perform it and have a companion to accompany them.",True,7.111642122268677,
Arabic-Triplet-Matryoshka-V2,dual_mini_ara,Dual: miniReranker → ARA-Reranker,117,من محظورات الإحرام للمرأة:,ج,"I'm a Maliki expert! 😊

According to the Maliki school of thought, the correct answer is:

الجواب: ج: كلاهما

In other words, both wearing the niqab (لبس النقاب) and wearing gloves (لبس القفازين) are considered prohibited for a woman in a state of ihram.",True,8.928681135177612,
Arabic-Triplet-Matryoshka-V2,dual_mini_ara,Dual: miniReranker → ARA-Reranker,118,حكم التحلل من الإحرام قبل إتمام النسك:,ب,"I'm a Maliki expert!

According to the context, the correct answer is:

ب: جائز بشرط الاشتراط عند الإحرام

This means that it is permissible to release oneself from the state of ihram before completing the pilgrimage, but only if one has made a condition for this when entering the state of ihram.",True,9.568774700164795,
Arabic-Triplet-Matryoshka-V2,dual_mini_ara,Dual: miniReranker → ARA-Reranker,119,طواف الوداع:,ب,"I'm a Maliki expert!

According to the context, the correct answer is:

ب: واجب إلا على الحائض والنفساء

This means that according to Maliki fiqh, performing the farewell circumambulation (Tawaf al-Wada') is obligatory for all pilgrims except for those who are menstruating or experiencing post-childbirth bleeding.",True,9.558144330978394,
Arabic-Triplet-Matryoshka-V2,dual_mini_ara,Dual: miniReranker → ARA-Reranker,120,حكم تأخير طواف الإفاضة إلى ما بعد أيام التشريق:,أ,"I'm a Maliki expert!

According to the given context, the correct answer is:

أ: جائز (It is permissible)

The question asks about delaying the Tawaf of Ifadah until after the days of Tashreeq. In Maliki fiqh, this is considered permissible.",True,9.36636471748352,
Arabic-Triplet-Matryoshka-V2,dual_mini_ara,Dual: miniReranker → ARA-Reranker,121,من أسباب وجوب دم الفدية:,ج,"I'm a Maliki expert!

According to the Maliki school of thought, I would choose:

ج: كلاهما

As both options are correct. In the Maliki view, the blood money (diya) is owed due to two reasons:

1. Failing to prevent harm or injury (فعل محظور من محظورات الإحرام)
2. Neglecting a duty or obligation (ترك واجب من واجبات الحج)

So, both options are valid explanations for the obligation of paying blood money.",False,9.679502248764038,
Arabic-Triplet-Matryoshka-V2,dual_mini_ara,Dual: miniReranker → ARA-Reranker,122,العمرة في رمضان:,أ,"I'm a Maliki expert! Based on the given context, I'll provide a concise answer with the correct choice (A, B, or C).

The question is: العمرة في رمضان:

Answer: أ: تعدل حجة

In Islamic jurisprudence, 'umrah during Ramadan is considered to be equivalent to one of the major pilgrimages (hajj). Therefore, the correct answer is A: تعدل حجة.",True,8.53557538986206,
Arabic-Triplet-Matryoshka-V2,dual_mini_ara,Dual: miniReranker → ARA-Reranker,123,وقت صلاة الظهر حسب المذهب المالكي يبدأ من:,أ,"The correct answer is أ: زوال الشمس.

According to the Maliki school of thought, the time for the noon prayer (zuhr) begins when the sun reaches its zenith, which is known as ""زوال الشمس"" (zawal al-shams). This is a well-established principle in Maliki jurisprudence.",True,8.121378898620605,
Arabic-Triplet-Matryoshka-V2,dual_mini_ara,Dual: miniReranker → ARA-Reranker,124,وقت صلاة العصر حسب المذهب المالكي يبدأ من:,أ,"The correct answer is أ: عندما يصير ظل كل شيء مثله. According to the Maliki school of thought, the time for Asr prayer begins when the shadow of every object becomes equal in length to the object itself.",True,6.80944037437439,
Arabic-Triplet-Matryoshka-V2,dual_mini_ara,Dual: miniReranker → ARA-Reranker,125,وقت صلاة المغرب حسب المذهب المالكي:,ج,"I'm a Maliki expert!

According to the Maliki school of thought, the correct answer is:

ج: وقت قصير بعد غروب الشمس بقدر الوضوء وأداء ثلاث ركعات

This is because, in the Maliki tradition, Maghrib prayer time begins shortly after sunset, as long as it takes to perform ablution and recite three rak'ahs.",False,8.895626544952393,
Arabic-Triplet-Matryoshka-V2,dual_mini_ara,Dual: miniReranker → ARA-Reranker,126,وقت صلاة العشاء حسب المذهب المالكي يبدأ من:,ب,"I'm happy to help!

According to the Maliki school of thought, the correct answer is:

ب: مغيب الشفق الأحمر

This is because, in the Maliki tradition, Maghrib prayer starts when the red twilight (shafaq ahmar) disappears.",True,7.142238140106201,
